,img_paths,labels,file_name
168,../input/after_4_bis/450/450.4.jpg,450,4
169,../input/after_4_bis/450/450.9.jpg,450,9
170,../input/after_4_bis/450/450.6.jpg,450,6
171,../input/after_4_bis/1366/1366.1.jpg,1366,1
172,../input/after_4_bis/1366/1366.4.jpg,1366,4
173,../input/after_4_bis/1366/1366.3.jpg,1366,3
174,../input/after_4_bis/1366/1366.5.jpg,1366,5
175,../input/after_4_bis/1366/1366.0.jpg,1366,0
176,../input/after_4_bis/1366/1366.2.jpg,1366,2
177,../input/after_4_bis/606/606.3.jpg,606,3
178,../input/after_4_bis/606/606.2.jpg,606,2
179,../input/after_4_bis/606/606.5.jpg,606,5
180,../input/after_4_bis/606/606.1.jpg,606,1
181,../input/after_4_bis/606/606.4.jpg,606,4
182,../input/after_4_bis/606/606.0.jpg,606,0
183,../input/after_4_bis/332/332.0.jpg,332,0
184,../input/after_4_bis/332/332.2.jpg,332,2
185,../input/after_4_bis/332/332.1.jpg,332,1
186,../input/after_4_bis/1322/1322.5.jpg,1322,5
187,../input/after_4_bis/1322/1322.3.jpg,1322,3
188,../input/after_4_bis/1322/1322.0.jpg,1322,0
189,../input/after_4_bis/1322/1322.1.jpg,1322,1
190,../input/after_4_bis/1322/1322.2.jpg,1322,2
191,../input/after_4_bis/1322/1322.4.jpg,1322,4
192,../input/after_4_bis/1107/1107.2.jpg,1107,2
193,../input/after_4_bis/1107/1107.3.jpg,1107,3
194,../input/after_4_bis/1107/1107.1.jpg,1107,1
195,../input/after_4_bis/1107/1107.0.jpg,1107,0
196,../input/after_4_bis/38/38.1.jpg,38,1
197,../input/after_4_bis/38/38.3.jpg,38,3
198,../input/after_4_bis/38/38.2.jpg,38,2
199,../input/after_4_bis/38/38.5.jpg,38,5
200,../input/after_4_bis/38/38.4.jpg,38,4
201,../input/after_4_bis/38/38.0.jpg,38,0
202,../input/after_4_bis/223/223.5.jpg,223,5
203,../input/after_4_bis/223/223.0.jpg,223,0
204,../input/after_4_bis/223/223.8.jpg,223,8
205,../input/after_4_bis/223/223.6.jpg,223,6
206,../input/after_4_bis/223/223.7.jpg,223,7
207,../input/after_4_bis/223/223.1.jpg,223,1
208,../input/after_4_bis/223/223.3.jpg,223,3
209,../input/after_4_bis/223/223.2.jpg,223,2
210,../input/after_4_bis/223/223.4.jpg,223,4
211,../input/after_4_bis/223/223.9.jpg,223,9
212,../input/after_4_bis/0/0.4.jpg,0,4
213,../input/after_4_bis/0/0.2.jpg,0,2
214,../input/after_4_bis/0/0.1.jpg,0,1
215,../input/after_4_bis/0/0.0.jpg,0,0
216,../input/after_4_bis/0/0.3.jpg,0,3
217,../input/after_4_bis/1134/1134.2.jpg,1134,2
218,../input/after_4_bis/1134/1134.1.jpg,1134,1
219,../input/after_4_bis/1134/1134.0.jpg,1134,0
220,../input/after_4_bis/478/478.5.jpg,478,5
221,../input/after_4_bis/478/478.11.jpg,478,11
222,../input/after_4_bis/478/478.3.jpg,478,3
223,../input/after_4_bis/478/478.8.jpg,478,8
224,../input/after_4_bis/478/478.12.jpg,478,12
225,../input/after_4_bis/478/478.2.jpg,478,2
226,../input/after_4_bis/478/478.10.jpg,478,10
227,../input/after_4_bis/478/478.0.jpg,478,0
228,../input/after_4_bis/478/478.1.jpg,478,1
229,../input/after_4_bis/478/478.7.jpg,478,7
230,../input/after_4_bis/478/478.9.jpg,478,9
231,../input/after_4_bis/478/478.6.jpg,478,6
232,../input/after_4_bis/478/478.4.jpg,478,4
233,../input/after_4_bis/934/934.0.jpg,934,0
234,../input/after_4_bis/934/934.1.jpg,934,1
235,../input/after_4_bis/934/934.2.jpg,934,2
236,../input/after_4_bis/934/934.4.jpg,934,4
237,../input/after_4_bis/934/934.3.jpg,934,3
238,../input/after_4_bis/934/934.5.jpg,934,5
239,../input/after_4_bis/1146/1146.1.jpg,1146,1
240,../input/after_4_bis/1146/1146.3.jpg,1146,3
241,../input/after_4_bis/1146/1146.2.jpg,1146,2
242,../input/after_4_bis/1146/1146.0.jpg,1146,0
243,../input/after_4_bis/1146/1146.4.jpg,1146,4
244,../input/after_4_bis/1094/1094.3.jpg,1094,3
245,../input/after_4_bis/1094/1094.0.jpg,1094,0
246,../input/after_4_bis/1094/1094.2.jpg,1094,2
247,../input/after_4_bis/1094/1094.4.jpg,1094,4
248,../input/after_4_bis/1094/1094.1.jpg,1094,1
249,../input/after_4_bis/447/447.5.jpg,447,5
250,../input/after_4_bis/447/447.11.jpg,447,11
251,../input/after_4_bis/447/447.8.jpg,447,8
252,../input/after_4_bis/447/447.7.jpg,447,7
253,../input/after_4_bis/447/447.6.jpg,447,6
254,../input/after_4_bis/447/447.2.jpg,447,2
255,../input/after_4_bis/447/447.1.jpg,447,1
256,../input/after_4_bis/447/447.3.jpg,447,3
257,../input/after_4_bis/447/447.10.jpg,447,10
258,../input/after_4_bis/447/447.4.jpg,447,4
259,../input/after_4_bis/447/447.0.jpg,447,0
260,../input/after_4_bis/447/447.9.jpg,447,9
261,../input/after_4_bis/32/32.3.jpg,32,3
262,../input/after_4_bis/32/32.4.jpg,32,4
263,../input/after_4_bis/32/32.1.jpg,32,1
264,../input/after_4_bis/32/32.2.jpg,32,2
265,../input/after_4_bis/32/32.0.jpg,32,0
266,../input/after_4_bis/339/339.4.jpg,339,4
267,../input/after_4_bis/339/339.2.jpg,339,2
268,../input/after_4_bis/339/339.3.jpg,339,3
269,../input/after_4_bis/339/339.0.jpg,339,0
270,../input/after_4_bis/339/339.1.jpg,339,1
271,../input/after_4_bis/48/48.2.jpg,48,2
272,../input/after_4_bis/48/48.0.jpg,48,0
273,../input/after_4_bis/48/48.1.jpg,48,1
274,../input/after_4_bis/48/48.3.jpg,48,3
275,../input/after_4_bis/125/125.3.jpg,125,3
276,../input/after_4_bis/125/125.2.jpg,125,2
277,../input/after_4_bis/125/125.0.jpg,125,0
278,../input/after_4_bis/125/125.1.jpg,125,1
279,../input/after_4_bis/815/815.3.jpg,815,3
280,../input/after_4_bis/815/815.1.jpg,815,1
281,../input/after_4_bis/815/815.0.jpg,815,0
282,../input/after_4_bis/815/815.2.jpg,815,2
283,../input/after_4_bis/690/690.1.jpg,690,1
284,../input/after_4_bis/690/690.0.jpg,690,0
285,../input/after_4_bis/690/690.2.jpg,690,2
286,../input/after_4_bis/690/690.4.jpg,690,4
287,../input/after_4_bis/690/690.3.jpg,690,3
288,../input/after_4_bis/1201/1201.0.jpg,1201,0
289,../input/after_4_bis/1201/1201.2.jpg,1201,2
290,../input/after_4_bis/1201/1201.1.jpg,1201,1
291,../input/after_4_bis/1201/1201.5.jpg,1201,5
292,../input/after_4_bis/1201/1201.3.jpg,1201,3
293,../input/after_4_bis/1201/1201.4.jpg,1201,4
294,../input/after_4_bis/1162/1162.2.jpg,1162,2
295,../input/after_4_bis/1162/1162.3.jpg,1162,3
296,../input/after_4_bis/1162/1162.4.jpg,1162,4
297,../input/after_4_bis/1162/1162.0.jpg,1162,0
298,../input/after_4_bis/1162/1162.1.jpg,1162,1
299,../input/after_4_bis/974/974.1.jpg,974,1
300,../input/after_4_bis/974/974.2.jpg,974,2
301,../input/after_4_bis/974/974.0.jpg,974,0
302,../input/after_4_bis/73/73.1.jpg,73,1
303,../input/after_4_bis/73/73.3.jpg,73,3
304,../input/after_4_bis/73/73.0.jpg,73,0
305,../input/after_4_bis/73/73.2.jpg,73,2
306,../input/after_4_bis/249/249.3.jpg,249,3
307,../input/after_4_bis/249/249.0.jpg,249,0
308,../input/after_4_bis/249/249.1.jpg,249,1
309,../input/after_4_bis/249/249.2.jpg,249,2
310,../input/after_4_bis/1242/1242.0.jpg,1242,0
311,../input/after_4_bis/1242/1242.1.jpg,1242,1
312,../input/after_4_bis/1131/1131.0.jpg,1131,0
313,../input/after_4_bis/1131/1131.1.jpg,1131,1
314,../input/after_4_bis/656/656.4.jpg,656,4
315,../input/after_4_bis/656/656.1.jpg,656,1
316,../input/after_4_bis/656/656.0.jpg,656,0
317,../input/after_4_bis/656/656.3.jpg,656,3
318,../input/after_4_bis/656/656.5.jpg,656,5
319,../input/after_4_bis/656/656.2.jpg,656,2
320,../input/after_4_bis/927/927.0.jpg,927,0
321,../input/after_4_bis/927/927.3.jpg,927,3
322,../input/after_4_bis/927/927.1.jpg,927,1
323,../input/after_4_bis/927/927.2.jpg,927,2
324,../input/after_4_bis/1400/1400.3.jpg,1400,3
325,../input/after_4_bis/1400/1400.0.jpg,1400,0
326,../input/after_4_bis/1400/1400.4.jpg,1400,4
327,../input/after_4_bis/1400/1400.1.jpg,1400,1
328,../input/after_4_bis/1400/1400.2.jpg,1400,2
329,../input/after_4_bis/653/653.4.jpg,653,4
330,../input/after_4_bis/653/653.1.jpg,653,1
331,../input/after_4_bis/653/653.2.jpg,653,2
332,../input/after_4_bis/653/653.0.jpg,653,0
333,../input/after_4_bis/653/653.3.jpg,653,3
334,../input/after_4_bis/1339/1339.1.jpg,1339,1
335,../input/after_4_bis/1339/1339.2.jpg,1339,2
336,../input/after_4_bis/1339/1339.3.jpg,1339,3
337,../input/after_4_bis/1339/1339.4.jpg,1339,4
338,../input/after_4_bis/1339/1339.5.jpg,1339,5
339,../input/after_4_bis/1339/1339.0.jpg,1339,0
340,../input/after_4_bis/485/485.3.jpg,485,3
341,../input/after_4_bis/485/485.1.jpg,485,1
342,../input/after_4_bis/485/485.6.jpg,485,6
343,../input/after_4_bis/485/485.7.jpg,485,7
344,../input/after_4_bis/485/485.5.jpg,485,5
345,../input/after_4_bis/485/485.4.jpg,485,4
346,../input/after_4_bis/485/485.8.jpg,485,8
347,../input/after_4_bis/485/485.0.jpg,485,0
348,../input/after_4_bis/485/485.2.jpg,485,2
349,../input/after_4_bis/468/468.2.jpg,468,2
350,../input/after_4_bis/468/468.4.jpg,468,4
351,../input/after_4_bis/468/468.0.jpg,468,0
352,../input/after_4_bis/468/468.7.jpg,468,7
353,../input/after_4_bis/468/468.1.jpg,468,1
354,../input/after_4_bis/468/468.3.jpg,468,3
355,../input/after_4_bis/468/468.8.jpg,468,8
356,../input/after_4_bis/468/468.6.jpg,468,6
357,../input/after_4_bis/468/468.5.jpg,468,5
358,../input/after_4_bis/1143/1143.0.jpg,1143,0
359,../input/after_4_bis/1143/1143.4.jpg,1143,4
360,../input/after_4_bis/1143/1143.1.jpg,1143,1
361,../input/after_4_bis/1143/1143.3.jpg,1143,3
362,../input/after_4_bis/1143/1143.2.jpg,1143,2
363,../input/after_4_bis/1179/1179.2.jpg,1179,2
364,../input/after_4_bis/1179/1179.0.jpg,1179,0
365,../input/after_4_bis/1179/1179.3.jpg,1179,3
366,../input/after_4_bis/1179/1179.4.jpg,1179,4
367,../input/after_4_bis/1179/1179.1.jpg,1179,1
368,../input/after_4_bis/748/748.1.jpg,748,1
369,../input/after_4_bis/748/748.2.jpg,748,2
370,../input/after_4_bis/748/748.3.jpg,748,3
371,../input/after_4_bis/748/748.0.jpg,748,0
372,../input/after_4_bis/86/86.1.jpg,86,1
373,../input/after_4_bis/86/86.2.jpg,86,2
374,../input/after_4_bis/86/86.0.jpg,86,0
375,../input/after_4_bis/86/86.3.jpg,86,3
376,../input/after_4_bis/86/86.4.jpg,86,4
377,../input/after_4_bis/86/86.5.jpg,86,5
378,../input/after_4_bis/1132/1132.1.jpg,1132,1
379,../input/after_4_bis/1132/1132.4.jpg,1132,4
380,../input/after_4_bis/1132/1132.0.jpg,1132,0
381,../input/after_4_bis/1132/1132.2.jpg,1132,2
382,../input/after_4_bis/1132/1132.3.jpg,1132,3
383,../input/after_4_bis/1132/1132.5.jpg,1132,5
384,../input/after_4_bis/1199/1199.2.jpg,1199,2
385,../input/after_4_bis/1199/1199.3.jpg,1199,3
386,../input/after_4_bis/1199/1199.0.jpg,1199,0
387,../input/after_4_bis/1199/1199.4.jpg,1199,4
388,../input/after_4_bis/1199/1199.1.jpg,1199,1
389,../input/after_4_bis/91/91.4.jpg,91,4
390,../input/after_4_bis/91/91.1.jpg,91,1
391,../input/after_4_bis/91/91.3.jpg,91,3
392,../input/after_4_bis/91/91.2.jpg,91,2
393,../input/after_4_bis/91/91.0.jpg,91,0
394,../input/after_4_bis/648/648.4.jpg,648,4
395,../input/after_4_bis/648/648.0.jpg,648,0
396,../input/after_4_bis/648/648.2.jpg,648,2
397,../input/after_4_bis/648/648.1.jpg,648,1
398,../input/after_4_bis/648/648.3.jpg,648,3
399,../input/after_4_bis/772/772.1.jpg,772,1
400,../input/after_4_bis/772/772.3.jpg,772,3
401,../input/after_4_bis/772/772.5.jpg,772,5
402,../input/after_4_bis/772/772.4.jpg,772,4
403,../input/after_4_bis/772/772.0.jpg,772,0
404,../input/after_4_bis/772/772.2.jpg,772,2
405,../input/after_4_bis/830/830.0.jpg,830,0
406,../input/after_4_bis/830/830.3.jpg,830,3
407,../input/after_4_bis/830/830.2.jpg,830,2
408,../input/after_4_bis/830/830.1.jpg,830,1
409,../input/after_4_bis/1216/1216.0.jpg,1216,0
410,../input/after_4_bis/1216/1216.1.jpg,1216,1
411,../input/after_4_bis/1216/1216.3.jpg,1216,3
412,../input/after_4_bis/1216/1216.2.jpg,1216,2
413,../input/after_4_bis/786/786.3.jpg,786,3
414,../input/after_4_bis/786/786.1.jpg,786,1
415,../input/after_4_bis/786/786.0.jpg,786,0
416,../input/after_4_bis/786/786.2.jpg,786,2
417,../input/after_4_bis/716/716.1.jpg,716,1
418,../input/after_4_bis/716/716.2.jpg,716,2
419,../input/after_4_bis/716/716.0.jpg,716,0
420,../input/after_4_bis/716/716.3.jpg,716,3
421,../input/after_4_bis/716/716.4.jpg,716,4
422,../input/after_4_bis/385/385.4.jpg,385,4
423,../input/after_4_bis/385/385.6.jpg,385,6
424,../input/after_4_bis/385/385.5.jpg,385,5
425,../input/after_4_bis/385/385.7.jpg,385,7
426,../input/after_4_bis/385/385.0.jpg,385,0
427,../input/after_4_bis/385/385.2.jpg,385,2
428,../input/after_4_bis/385/385.3.jpg,385,3
429,../input/after_4_bis/385/385.1.jpg,385,1
430,../input/after_4_bis/526/526.5.jpg,526,5
431,../input/after_4_bis/526/526.0.jpg,526,0
432,../input/after_4_bis/526/526.4.jpg,526,4
433,../input/after_4_bis/526/526.1.jpg,526,1
434,../input/after_4_bis/526/526.2.jpg,526,2
435,../input/after_4_bis/526/526.3.jpg,526,3
436,../input/after_4_bis/526/526.6.jpg,526,6
437,../input/after_4_bis/526/526.7.jpg,526,7
438,../input/after_4_bis/1310/1310.2.jpg,1310,2
439,../input/after_4_bis/1310/1310.0.jpg,1310,0
440,../input/after_4_bis/1310/1310.1.jpg,1310,1
441,../input/after_4_bis/1127/1127.4.jpg,1127,4
442,../input/after_4_bis/1127/1127.5.jpg,1127,5
443,../input/after_4_bis/1127/1127.3.jpg,1127,3
444,../input/after_4_bis/1127/1127.1.jpg,1127,1
445,../input/after_4_bis/1127/1127.0.jpg,1127,0
446,../input/after_4_bis/1127/1127.2.jpg,1127,2
447,../input/after_4_bis/844/844.1.jpg,844,1
448,../input/after_4_bis/844/844.0.jpg,844,0
449,../input/after_4_bis/1151/1151.2.jpg,1151,2
450,../input/after_4_bis/1151/1151.0.jpg,1151,0
451,../input/after_4_bis/1151/1151.4.jpg,1151,4
452,../input/after_4_bis/1151/1151.3.jpg,1151,3
453,../input/after_4_bis/1151/1151.1.jpg,1151,1
454,../input/after_4_bis/558/558.4.jpg,558,4
455,../input/after_4_bis/558/558.0.jpg,558,0
456,../input/after_4_bis/558/558.1.jpg,558,1
457,../input/after_4_bis/558/558.2.jpg,558,2
458,../input/after_4_bis/558/558.3.jpg,558,3
459,../input/after_4_bis/378/378.0.jpg,378,0
460,../input/after_4_bis/378/378.3.jpg,378,3
461,../input/after_4_bis/378/378.2.jpg,378,2
462,../input/after_4_bis/378/378.1.jpg,378,1
463,../input/after_4_bis/996/996.4.jpg,996,4
464,../input/after_4_bis/996/996.1.jpg,996,1
465,../input/after_4_bis/996/996.3.jpg,996,3
466,../input/after_4_bis/996/996.0.jpg,996,0
467,../input/after_4_bis/996/996.2.jpg,996,2
468,../input/after_4_bis/41/41.5.jpg,41,5
469,../input/after_4_bis/41/41.4.jpg,41,4
470,../input/after_4_bis/41/41.1.jpg,41,1
471,../input/after_4_bis/41/41.3.jpg,41,3
472,../input/after_4_bis/41/41.0.jpg,41,0
473,../input/after_4_bis/41/41.2.jpg,41,2
474,../input/after_4_bis/458/458.31.jpg,458,31
475,../input/after_4_bis/458/458.40.jpg,458,40
476,../input/after_4_bis/458/458.32.jpg,458,32
477,../input/after_4_bis/458/458.20.jpg,458,20
478,../input/after_4_bis/458/458.11.jpg,458,11
479,../input/after_4_bis/458/458.22.jpg,458,22
480,../input/after_4_bis/458/458.13.jpg,458,13
481,../input/after_4_bis/458/458.6.jpg,458,6
482,../input/after_4_bis/458/458.18.jpg,458,18
483,../input/after_4_bis/458/458.19.jpg,458,19
484,../input/after_4_bis/458/458.34.jpg,458,34
485,../input/after_4_bis/458/458.26.jpg,458,26
486,../input/after_4_bis/458/458.17.jpg,458,17
487,../input/after_4_bis/458/458.30.jpg,458,30
488,../input/after_4_bis/458/458.16.jpg,458,16
489,../input/after_4_bis/458/458.5.jpg,458,5
490,../input/after_4_bis/458/458.37.jpg,458,37
491,../input/after_4_bis/458/458.12.jpg,458,12
492,../input/after_4_bis/458/458.14.jpg,458,14
493,../input/after_4_bis/458/458.39.jpg,458,39
494,../input/after_4_bis/458/458.7.jpg,458,7
495,../input/after_4_bis/458/458.2.jpg,458,2
496,../input/after_4_bis/458/458.8.jpg,458,8
497,../input/after_4_bis/458/458.24.jpg,458,24
498,../input/after_4_bis/458/458.36.jpg,458,36
499,../input/after_4_bis/458/458.27.jpg,458,27
500,../input/after_4_bis/458/458.21.jpg,458,21
501,../input/after_4_bis/458/458.28.jpg,458,28
502,../input/after_4_bis/458/458.0.jpg,458,0
503,../input/after_4_bis/458/458.3.jpg,458,3
504,../input/after_4_bis/458/458.23.jpg,458,23
505,../input/after_4_bis/458/458.1.jpg,458,1
506,../input/after_4_bis/458/458.9.jpg,458,9
507,../input/after_4_bis/458/458.29.jpg,458,29
508,../input/after_4_bis/458/458.15.jpg,458,15
509,../input/after_4_bis/458/458.38.jpg,458,38
510,../input/after_4_bis/458/458.25.jpg,458,25
511,../input/after_4_bis/458/458.4.jpg,458,4
512,../input/after_4_bis/458/458.35.jpg,458,35
513,../input/after_4_bis/458/458.10.jpg,458,10
514,../input/after_4_bis/458/458.33.jpg,458,33
515,../input/after_4_bis/1114/1114.2.jpg,1114,2
516,../input/after_4_bis/1114/1114.3.jpg,1114,3
517,../input/after_4_bis/1114/1114.0.jpg,1114,0
518,../input/after_4_bis/1114/1114.1.jpg,1114,1
519,../input/after_4_bis/1036/1036.0.jpg,1036,0
520,../input/after_4_bis/1036/1036.2.jpg,1036,2
521,../input/after_4_bis/1036/1036.3.jpg,1036,3
